text,labels
why is adulting not a subject in school i need a refund on my education,2
i couldnt agree more with... authors perspective,3
todays mood i did not wake up to be mediocre also me watches hours of netflix,2
im comfortable being our center of attention and enjoy entertaining parties,1
true solutions and hard facts are my goto not theoretical facts,3
this brands sneakers are both stylish and durable theyre my top choice,2
this flexible running shoes provide the perfect distribution of support and comfort,2
perfectionism often leads to unexpected,3
im at present read everything but understand nothing stage of will send help,4
meticulousness is the key to mastery,0
current have more issues than vogue,4
being on time for dedication,3
life truth when your mum is mad at your dad dont hear her comb your hair,4
reminder ya dont have to attend every time youre invited to,3
is it really a sunday if youre never questioning to your life choices,4
contentment within the timeless song,0
i feel more informed after reading this post,2
a wellordered life leads to happiness,3
life paradox im busy doing things i dont plan to do to avoid doing everything i should be doing,4
being an adult is mostly going to sleep when you dont want to sleep usually waking up when you dont want to,4
i appreciate the practical advice in this article,2
current participants wanting to get invited but not wanting to go,4
declaration im not shy im holding back im awesomeness so i dont intimidate me,2
building consensus is better than winning an event,0
pregnancy creates unnecessary worry,4
thank you for bringing such valuable insights,3
empathy is the hearts lingua language,1
unease is pure echo of conflict,4
glancing at the walking into a room and see why im there stage of my mental breakdown,4
can they put hasnt lost airpods yet check my resume skills responsible,3
chronic diseases is detrimental to wellbeing,4
i couldnt agree more with the authors perspective,3
financial wisdom always make billions when we can make thousands,1
this brand of spice has a delightful multitude of flavors its a daily treat,0
putting others first true true character,0
people often come to me for advice because im a good listener,0
building consensus is better than winning the argument,0
my mood can change uncomfortably quickly and i sometimes feel anxious,4
unrestrained happiness is a redistribution of souls,1
gloom is the cloak of unchallenged fears,4
mutual respect brings society together,0
life paradox keeps busy doing things i dont need to do to avoid doing anything i should be touching,4
dauntless ones are the pioneers of destiny,3
got my hours of practice last night how about you,4
brave explorers are prime drafters of tomorrow,3
lost souls are the carvers of destiny,0
personal insight i dont have grey beard i have wisdom …,2
im contributing to this vintage watch considered a symbol of timeless elegance,2
selfimprovement while im on good seafood diet i see food and i eat it,1
im at the sight from a room and forgetting why im there stage of my mental breakdown,4
i live by the motto treat yourself except doing every sin and causing problems,1
